"unixtime","open","high","low","close","volume","date","price","crypto"
1612312260,8.9e-07,9e-07,8.8e-07,8.8e-07,532439,2021-02-03 00:31:00,0.0264136312,"Dogecoin"
1612312320,8.9e-07,8.9e-07,8.8e-07,8.8e-07,172567,2021-02-03 00:32:00,0.0264254056,"Dogecoin"
1612312380,8.9e-07,8.9e-07,8.8e-07,8.9e-07,281240,2021-02-03 00:33:00,0.02671602,"Dogecoin"
1612312440,8.9e-07,8.9e-07,8.8e-07,8.9e-07,163823,2021-02-03 00:34:00,0.0266966091,"Dogecoin"
1612312500,8.9e-07,8.9e-07,8.8e-07,8.8e-07,1599850,2021-02-03 00:35:00,0.0263587632,"Dogecoin"
1612312560,8.9e-07,9e-07,8.8e-07,9e-07,873596,2021-02-03 00:36:00,0.026953641,"Dogecoin"
1612312620,9e-07,9e-07,8.9e-07,9e-07,278720,2021-02-03 00:37:00,0.026986788,"Dogecoin"
1612312680,9e-07,9e-07,8.9e-07,8.9e-07,457776,2021-02-03 00:38:00,0.0266778212,"Dogecoin"
1612312740,8.9e-07,9e-07,8.9e-07,8.9e-07,607491,2021-02-03 00:39:00,0.0266876735,"Dogecoin"
1612312800,9e-07,9e-07,8.9e-07,9e-07,22581,2021-02-03 00:40:00,0.027017271,"Dogecoin"
1612312860,8.9e-07,9e-07,8.9e-07,9e-07,190227,2021-02-03 00:41:00,0.027023859,"Dogecoin"
1612312920,9e-07,9e-07,8.9e-07,8.9e-07,530463,2021-02-03 00:42:00,0.0267060609,"Dogecoin"
1612312980,9e-07,9e-07,8.9e-07,9e-07,270762,2021-02-03 00:43:00,0.026986833,"Dogecoin"
1612313040,9e-07,9e-07,8.9e-07,8.9e-07,76868,2021-02-03 00:44:00,0.0267336954,"Dogecoin"
1612313100,8.9e-07,9e-07,8.9e-07,9e-07,3494081,2021-02-03 00:45:00,0.027027225,"Dogecoin"
1612313160,9e-07,9e-07,8.9e-07,9e-07,313695,2021-02-03 00:46:00,0.026993025,"Dogecoin"
1612313220,9e-07,9e-07,8.9e-07,9e-07,1877321,2021-02-03 00:47:00,0.026981424,"Dogecoin"
1612313280,9e-07,9e-07,8.9e-07,8.9e-07,130977,2021-02-03 00:48:00,0.0266785777,"Dogecoin"
1612313340,9e-07,9e-07,8.9e-07,9e-07,408238,2021-02-03 00:49:00,0.027023877,"Dogecoin"
1612313400,9e-07,9e-07,8.9e-07,9e-07,251307,2021-02-03 00:50:00,0.02700009,"Dogecoin"
1612313460,8.9e-07,9.1e-07,8.9e-07,9.1e-07,2663340,2021-02-03 00:51:00,0.0273323505,"Dogecoin"
1612313520,9e-07,9.1e-07,9e-07,9.1e-07,2971311,2021-02-03 00:52:00,0.0273495222,"Dogecoin"
1612313580,9.1e-07,9.2e-07,9e-07,9.2e-07,4207483,2021-02-03 00:53:00,0.0275901928,"Dogecoin"
1612313640,9.1e-07,9.3e-07,9.1e-07,9.3e-07,11012647,2021-02-03 00:54:00,0.0279257982,"Dogecoin"
1612313700,9.2e-07,9.3e-07,9.2e-07,9.3e-07,5315689,2021-02-03 00:55:00,0.0279567486,"Dogecoin"
1612313760,9.3e-07,9.4e-07,9.2e-07,9.3e-07,6635451,2021-02-03 00:56:00,0.0279452259,"Dogecoin"
1612313820,9.4e-07,9.4e-07,9.3e-07,9.4e-07,8346004,2021-02-03 00:57:00,0.0282178224,"Dogecoin"
1612313880,9.4e-07,9.4e-07,9.1e-07,9.3e-07,11813793,2021-02-03 00:58:00,0.0279091233,"Dogecoin"
1612313940,9.2e-07,9.3e-07,9.1e-07,9.2e-07,6419068,2021-02-03 00:59:00,0.0276064768,"Dogecoin"
1612314000,9.2e-07,9.3e-07,9.1e-07,9.2e-07,2248054,2021-02-03 01:00:00,0.0276738484,"Dogecoin"
1612314060,9.2e-07,9.3e-07,9.1e-07,9.3e-07,1947687,2021-02-03 01:01:00,0.0280162128,"Dogecoin"
1612314120,9.3e-07,9.3e-07,9.2e-07,9.3e-07,1845569,2021-02-03 01:02:00,0.0280248525,"Dogecoin"
1612314180,9.2e-07,9.3e-07,9.2e-07,9.3e-07,1089422,2021-02-03 01:03:00,0.0280294002,"Dogecoin"
1612314240,9.3e-07,9.4e-07,9.3e-07,9.3e-07,4419447,2021-02-03 01:04:00,0.0280038438,"Dogecoin"
1612314300,9.4e-07,9.4e-07,9.2e-07,9.3e-07,1645548,2021-02-03 01:05:00,0.0279568695,"Dogecoin"
1612314360,9.3e-07,9.3e-07,9.2e-07,9.3e-07,544249,2021-02-03 01:06:00,0.0279688014,"Dogecoin"
1612314420,9.2e-07,9.3e-07,9.2e-07,9.3e-07,983764,2021-02-03 01:07:00,0.0279349308,"Dogecoin"
1612314480,9.2e-07,9.3e-07,9.2e-07,9.2e-07,1874202,2021-02-03 01:08:00,0.0276179216,"Dogecoin"
1612314540,9.2e-07,9.3e-07,9.2e-07,9.2e-07,715014,2021-02-03 01:09:00,0.0276218592,"Dogecoin"
1612314600,9.3e-07,9.3e-07,9.2e-07,9.2e-07,2063771,2021-02-03 01:10:00,0.027623,"Dogecoin"
